Event_Title,Start_Date,Start_Time,End_Date,End_Time,Category,Tags,Excerpt,Location_Business_Name,Location_Address,Location_City_State_ZIP,Event_URL,Event_Image,Text_Block,Published_Date,Workflow_State
RPS Courses - RPS Distinctions Course - Enrol Anytime -1-4,2026-04-01,19:00:00,2026-04-01,21:00:00,"rps-classes,location-online","composition,lightroom,photo-critiques,photo-editing,photoshop,rps",01/04/2026RPS Courses - RPS Distinctions - Enrol Anytime - Online Mentoring sessions to gain a distinction with the Royal Photographic Society via Zoom,Online - Virtual Class - Zoom Meeting,United Kingdom,,https://www.alanranger.com/beginners-photography-lessons/rps-courses-rps-distinctions-mentoring-2,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1685445150893-KNP35P159NIWH07BZSXM/RPS-Distinctions-photography-course.jpg,,2025-11-04 18:14:17,Published
Camera Courses For Beginners - Week 1 of 3 - Coventry Apr,2026-04-01,19:00:00,2026-04-01,21:00:00,"beginners-courses,beginners-photography,courses-near-me,enrol-date,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week-1",01/04/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-8ar5x,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2025-11-13 19:04:22,Published
Camera Courses For Beginners - Week 1 of 3 - Coventry 7-4,2026-04-07,19:00:00,2026-04-07,21:00:00,"beginners-courses,beginners-photography,courses-near-me,enrol-date,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week-1",07/04/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-w5nkt,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2026-02-25 13:03:06,Published
Camera Courses For Beginners - Week 1 of 3 - Coventry 8-Apr,2026-04-08,19:00:00,2026-04-08,21:00:00,"beginners-courses,beginners-photography,courses-near-me,enrol-date,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week-1",08/04/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-dfe,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2025-11-13 19:05:04,Published
Camera Courses For Beginners - Week 2 of 3 - Coventry 14-4,2026-04-14,19:00:00,2026-04-14,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week 2",14/04/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-dhecf,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2026-02-25 13:03:37,Published
Camera Courses For Beginners - Week 3 of 3 - Coventry Apr,2026-04-15,19:00:00,2026-04-15,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week 2",15/04/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-3yj3h,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2025-11-13 19:05:57,Published
Camera Courses For Beginners - Week 3 of 3 - Coventry 21-4,2026-04-21,19:00:00,2026-04-21,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week 2",21/04/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-nzwzx,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2026-02-25 13:03:57,Published
Camera Courses For Beginners - Week 1 of 3 - Coventry 5-5,2026-05-05,19:00:00,2026-05-05,21:00:00,"beginners-courses,beginners-photography,courses-near-me,enrol-date,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week-1",05/05/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-oct1,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2025-11-04 18:14:54,Published
Camera Courses For Beginners - Week 2 of 3 - Coventry 7-5,2026-05-07,19:00:00,2026-05-07,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week 2",07/05/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-wc34j,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2025-11-13 19:11:51,Published
Camera Courses For Beginners - Week 2 of 3 - Coventry 12-5,2026-05-12,19:00:00,2026-05-12,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week 2",12/05/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-oct2,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2025-11-04 18:15:03,Published
Lightroom Classic Photo Editing Classes - Week 1 of 3 -13-5,2026-05-13,19:00:00,2026-05-13,21:00:00,"beginners-lightroom,courses-near-me,enrol-date,location-coventry","collections,composition,exporting,exposure,lightroom,photo-critiques,photo-editing,photoshop,Week-1",13/05/2026Coventry - Lightroom photo editing classes - Learn how to use Lightroom Classic on this 3-week course. From the organisation and workflow to editing,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk1-rrkhn,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675589565448-JHL9406XQ7598QHPOLW5/-LIGHTROOM+COURSE+BLACK.png,,2026-01-12 14:53:04,Published
Camera Courses For Beginners - Week 2 of 3 - Coventry 14-5,2026-05-14,19:00:00,2026-05-14,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week 2",14/05/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-hnp3g,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2025-11-13 19:12:22,Published
Camera Courses For Beginners - Week 3 of 3 - Coventry 19-5,2026-05-19,19:00:00,2026-05-19,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings",19/05/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-oct3,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2025-11-04 18:15:11,Published
Lightroom Classic Photo Editing Classes - Week 2 of 3 - 20-5,2026-05-20,19:00:00,2026-05-20,21:00:00,"beginners-lightroom,courses-near-me,location-coventry","collections,composition,exporting,exposure,lightroom,photo-critiques,photo-editing,photoshop",20/05/2026Coventry - Lightroom photo editing classes - Learn how to use Lightroom Classic on this 3-week course. From the organisation and workflow to editing,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk2-y3262,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675589565448-JHL9406XQ7598QHPOLW5/-LIGHTROOM+COURSE+BLACK.png,,2026-01-12 14:52:55,Published
Camera Courses For Beginners - Week 3 of 3 - Coventry 21-5,2026-05-21,19:00:00,2026-05-21,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings",21/05/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-mw83l,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2025-11-13 19:12:52,Published
Lightroom Classic Photo Editing Classes - Week 3 of 3 - 27-5,2026-05-27,19:00:00,2026-05-27,21:00:00,"beginners-lightroom,courses-near-me,location-coventry","collections,composition,exporting,exposure,lightroom,photo-critiques,photo-editing,photoshop",27/05/2026Coventry - Lightroom photo editing classes - Learn how to use Lightroom Classic on this 3-week course. From the organisation and workflow to editing,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk3-9b3t3,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675589565448-JHL9406XQ7598QHPOLW5/-LIGHTROOM+COURSE+BLACK.png,,2026-01-12 14:52:48,Published
Camera Courses For Beginners - Week 1 of 3 - Coventry- 2-6,2026-06-02,19:00:00,2026-06-02,21:00:00,"beginners-courses,beginners-photography,courses-near-me,enrol-date,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week-1",02/06/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-bds4t,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2026-02-23 17:53:38,Published
Camera Courses For Beginners - Week 2 of 3 - Coventry 9-6,2026-06-09,19:00:00,2026-06-09,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week 2",09/06/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-2sj27,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2026-02-23 17:53:31,Published
Camera Courses For Beginners - Week 1 of 3 - Coventry 11-6,2026-06-11,19:00:00,2026-06-11,21:00:00,"beginners-courses,beginners-photography,enrol-date,location-coventry,courses-near-me","camera-settings,exposure,photo-critiques,dslr-settings,Week-1",11/06/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Alan Ranger Photography,"45 Hathaway Road, Coventry, West Midlands, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-week-1,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1739790053633-OK80ELPCAKC96CKJLXA3/beginners-photography-courses.jpg,,2026-02-23 17:57:25,Published
Camera Courses For Beginners - Week 3 of 3 - Coventry 16-6,2026-06-16,19:00:00,2026-06-16,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings",16/06/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-2k99k,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2026-02-23 17:53:25,Published
Camera Courses For Beginners - Week 2 of 3 - Coventry 18-6,2026-06-18,19:00:00,2026-06-18,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,exposure,photo-critiques,dslr-settings,Week 2",18/06/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Alan Ranger Photography,"45 Hathaway Road, Coventry, West Midlands, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-wk2,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1739790053633-OK80ELPCAKC96CKJLXA3/beginners-photography-courses.jpg,,2026-02-23 17:58:49,Published
Camera Courses For Beginners - Week 3 of 3 Coventry -25-06,2026-06-25,19:00:00,2026-06-25,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,dslr-settings,photo-critiques,exposure",25/06/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Alan Ranger Photography,"45 Hathaway Road, Coventry, West Midlands, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-week-3,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1739790053633-OK80ELPCAKC96CKJLXA3/beginners-photography-courses.jpg,,2026-02-23 17:59:39,Published
Camera Courses For Beginners - Week 1 of 3 - Coventry 1-7,2026-07-01,19:00:00,2026-07-01,21:00:00,"beginners-courses,beginners-photography,courses-near-me,enrol-date,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week-1",01/07/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-2n74k,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2026-02-23 18:10:26,Published
Camera Courses For Beginners - Week 1 of 3 - Coventry 6-7,2026-07-06,19:00:00,2026-07-06,21:00:00,"beginners-courses,beginners-photography,courses-near-me,enrol-date,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week-1",06/07/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-wk1,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2026-02-23 18:07:12,Published
Camera Courses For Beginners - Week 2 of 3 - Coventry 8-7,2026-07-08,19:00:00,2026-07-08,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week 2",08/07/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-dg9pz,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2026-02-23 18:11:00,Published
Camera Courses For Beginners - Week 2 of 3 - Coventry 13-7,2026-07-13,19:00:00,2026-07-13,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week 2",13/07/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2026-02-23 18:08:11,Published
Camera Courses For Beginners - Week 3 of 3 - Coventry 15-7,2026-07-15,19:00:00,2026-07-15,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings,Week 2",15/07/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-nhjlm,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2026-02-23 18:11:34,Published
Camera Courses For Beginners - Week 3 of 3 - Coventry 20-7,2026-07-20,19:00:00,2026-07-20,21:00:00,"beginners-courses,beginners-photography,courses-near-me,location-coventry","camera-settings,composition,exposure,photo-critiques,dslr-settings",20/07/2026Coventry - 3-week camera courses for beginners - Everything to get off Automatic mode and learn how to be more creative with Composition and Camera,Coventry,"45 Hathaway Road, Coventry, England, CV4 9HW, United Kingdom",CV4 9HW,https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-be4sb,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1629536412755-A3NEF7ZNBOQ1044I8WVM/beginners-photography-courses.jpg,,2026-02-23 18:09:00,Published
